Ticker
AAPL
MSFT
GOOG
GOOGL
AMZN
NVDA
TSLA
BRK.B
META
V
UNH
XOM
LLY
WMT
JNJ
JPM
MA
AVGO
PG
ORCL
HD
CVX
MRK
KO
PEP
ABBV
BAC
COST
PFE
ADBE
MCD
CRM
AMD
ACN
CSCO
TMO
NFLX
LIN
ABT
DHR
DIS
CMCSA
NKE
TXN
WFC
TMUS
NEE
VZ
UPS
RTX
MS
PM
INTC
QCOM
BMY
BA
HON
AXP
LOW
INTU
IBM
COP
SPGI
CAT
UNP
AMAT
LMT
GE
AMGN
PLD
T
DE
GS
ELV
SBUX
MDT
NOW
ISRG
SYK
BLK
MDLZ
SCHW
GILD
BKNG
ADI
C
TJX
CVS
ADP
MMC
AMT
VRTX
LRCX
REGN
MO
CI
CB
SO
PGR
ZTS
HCA
ETN
BSX
MU
BDX
ITW
PYPL
DUK
EQIX
NOC
SNPS
SLB
EOG
WM
CSX
AON
KLAC
CME
HUM
EL
CDNS
ATVI
SHW
CL
APD
MCO
ICE
MNST
GD
TGT
CMG
FDX
MMM
ORLY
F
MAR
FTNT
FCX
MCK
OXY
ANET
HSY
EW
GM
ECL
PNC
PSA
CCI
CTAS
NXPI
NSC
DXCM
USB
ROP
EMR
MPC
GIS
CHTR
APH
PXD
MSI
MRNA
SRE
PH
RSG
BIIB
KMB
MCHP
LVS
STZ
KHC
AJG
PSX
AZO
TDG
ADSK
D
KDP
JCI
AEP
COF
AFL
TFC
CPRT
MET
AIG
HES
O
VLO
TEL
PAYX
CTVA
PCAR
TRV
WELL
TT
ADM
EXC
DHI
IQV
ON
CARR
IDXX
CNC
MSCI
KMI
HLT
YUM
WMB
NUE
DOW
SYY
ABC
SPG
ROST
GWW
LHX
OTIS
GEHC
ROK
XEL
A
AME
BK
EA
WBD
PCG
DG
ODFL
NEM
LEN
PPG
KR
ILMN
CSGP
AMP
CMI
VICI
FIS
CTSH
DD
ED
VRSK
DVN
RMD
FAST
PEG
PRU
BF.B
CEG
DLR
BKR
HPQ
ALL
DLTR
KEYS
DFS
MTD
LYB
HAL
ANSS
WEC
ZBH
AWK
GLW
EFX
IT
VMC
WBA
APTV
PWR
AVB
URI
OKE
WST
MLM
ACGL
GPN
XYL
EIX
ALB
DAL
IR
NDAQ
EQR
MPWR
TROW
CBRE
ES
STT
SBAC
MKC
EBAY
FTV
ENPH
TSCO
WTW
RCL
ALGN
FANG
CDW
VRSN
TTWO
CHD
DTE
K
HRL
CAH
GPC
HIG
FE
AEE
WY
BAX
ETR
ULTA
INVH
FSLR
ARE
HPE
MTB
STE
GRMN
ROL
RJF
DOV
LH
DRI
IFF
FICO
LYV
PODD
PPL
EXR
HOLX
CLX
NVR
HWM
OMC
VTR
PAYC
LUV
TDY
CTRA
CCL
CNP
BRO
BR
MAA
WAB
EXPD
FLT
TSN
CMS
COO
FITB
JBHT
PFG
STLD
SWKS
RF
ATO
TER
UAL
MOH
BBY
BALL
PTC
LW
TYL
FOXA
FOX
EXPE
IRM
CAG
PHM
CINF
SJM
SEDG
TRGP
HBAN
IEX
MGM
IPG
FDS
NTRS
NTAP
DGX
WAT
ESS
WRB
AMCR
J
LKQ
TAP
AXON
SYF
ZBRA
CBOE
RVTY
MRO
SNA
BG
UDR
AKAM
EQT
INCY
CPB
EVRG
AES
L
AVY
LNT
RE
CF
NDSN
TXT
BEN
CFG
FMC
STX
SWK
POOL
WDC
HST
TRMB
EPAM
KMX
CE
MAS
TECH
CPT
KIM
MOS
PKG
WYNN
GEN
JKHY
LDOS
MTCH
PEAK
VTRS
ETSY
NI
BIO
TFX
NWSA
NWS
IP
PARA
BWA
CZR
DPZ
CRL
CHRW
AAL
REG
GL
AOS
MKTX
APA
ALLE
CDAY
TPR
QRVO
JNPR
HSIC
PNR
EMN
BBWI
KEY
PNW
FFIV
DVA
UHS
HII
HAS
BXP
XRAY
WHR
RHI
FRT
NCLH
NRG
RL
CTLT
WRK
VFC
GNRC
IVZ
AIZ
ALK
MHK
SEE
DXC
CMA
OGN
ZION
LNC
AAP
NWL
DISH
